eval_results_tag,hard_acc,normal_acc,easy_acc
lr_2e-6-epochs_1-fold_1,0.476880081300813,0.49796747967479665,0.4933943089430894
lr_1e-6-epochs_1-fold_1,0.6394817073170732,0.4900914634146342,0.2939532520325203
lr_2e-6-epochs_1-fold_2,0.5886686991869919,0.4824695121951219,0.35873983739837395
lr_1e-6-epochs_1-fold_2,0.6371951219512195,0.49288617886178865,0.29852642276422764
lr_2e-6-epochs_1-fold_4,0.6209349593495935,0.4878048780487805,0.3147865853658537
lr_1e-6-epochs_1-fold_4,0.644308943089431,0.49364837398373984,0.2898882113821138
lr_1e-6-epochs_1-fold_0,0.635670731707317,0.48932926829268286,0.29751016260162605
lr_2e-6-epochs_1-fold_0,0.46595528455284557,0.48983739837398366,0.49745934959349597
lr_1e-6-epochs_1-fold_3,0.6366869918699186,0.491869918699187,0.29649390243902435
lr_2e-6-epochs_1-fold_3,0.5960365853658537,0.4888211382113821,0.3523882113821138
lr_1e-6-epochs_2-fold_1,0.6354166666666666,0.48551829268292684,0.3048780487804878
lr_2e-6-epochs_2-fold_1,0.4601117886178862,0.5033028455284553,0.5015243902439024
lr_2e-6-epochs_2-fold_2,0.5485264227642276,0.4895833333333333,0.41234756097560976
lr_1e-6-epochs_2-fold_2,0.6303353658536586,0.48704268292682923,0.30919715447154467
lr_2e-6-epochs_2-fold_4,0.5698678861788617,0.49390243902439024,0.38998983739837395
lr_1e-6-epochs_2-fold_0,0.6275406504065041,0.48653455284552843,0.31173780487804875
lr_2e-6-epochs_2-fold_0,0.46620934959349586,0.4969512195121952,0.5086382113821138
lr_1e-6-epochs_2-fold_4,0.6382113821138211,0.4923780487804878,0.2995426829268293
lr_2e-6-epochs_2-fold_3,0.5564024390243902,0.4895833333333333,0.4014227642276423
lr_1e-6-epochs_2-fold_3,0.6338922764227642,0.48678861788617883,0.30538617886178865
lr_5e-6-epochs_1-fold_1,0.48501016260162605,0.49720528455284546,0.4791666666666667
lr_5e-6-epochs_1-fold_2,0.4573170731707317,0.5053353658536586,0.520579268292683
lr_5e-6-epochs_1-fold_4,0.41183943089430897,0.4636686991869919,0.538109756097561
lr_5e-6-epochs_1-fold_0,0.5020325203252033,0.4923780487804878,0.4420731707317073
lr_2e-6-epochs_3-fold_1,0.4763719512195122,0.4903455284552846,0.48475609756097565
lr_1e-6-epochs_3-fold_1,0.6219512195121951,0.4796747967479675,0.3119918699186992
lr_5e-6-epochs_1-fold_3,0.5048272357723578,0.5104166666666666,0.4684959349593496
lr_2e-6-epochs_3-fold_2,0.5342987804878049,0.49288617886178865,0.4329268292682927
lr_1e-6-epochs_3-fold_2,0.6222052845528455,0.4898373983739837,0.32215447154471544
lr_1e-6-epochs_3-fold_0,0.6171239837398373,0.48348577235772366,0.3246951219512195
lr_2e-6-epochs_3-fold_0,0.46189024390243905,0.49847560975609756,0.5124491869918699
lr_2e-6-epochs_3-fold_4,0.550558943089431,0.49771341463414637,0.42149390243902435
lr_1e-6-epochs_3-fold_4,0.6323678861788619,0.4908536585365854,0.3099593495934959
lr_2e-6-epochs_3-fold_3,0.5444613821138211,0.48882113821138207,0.4197154471544715
lr_1e-6-epochs_3-fold_3,0.6275406504065041,0.48932926829268286,0.31351626016260165
lr_5e-6-epochs_2-fold_1,0.4057418699186992,0.48577235772357724,0.5680894308943089
lr_5e-6-epochs_2-fold_2,0.4484247967479675,0.5134654471544716,0.5332825203252032
lr_5e-6-epochs_2-fold_0,0.4997459349593496,0.49390243902439024,0.45121951219512196
lr_5e-6-epochs_2-fold_4,0.5165142276422764,0.4832317073170731,0.4232723577235773
lr_5e-6-epochs_2-fold_3,0.514989837398374,0.5137195121951219,0.4568089430894309
lr_1e-5-epochs_1-fold_1,0.3666158536585366,0.47002032520325204,0.569359756097561
lr_1e-5-epochs_1-fold_0,0.4791666666666667,0.5139735772357723,0.47510162601626016
lr_1e-5-epochs_1-fold_4,0.40802845528455284,0.45503048780487804,0.514989837398374
lr_1e-5-epochs_1-fold_2,0.42174796747967475,0.49263211382113825,0.5353150406504065
lr_1e-5-epochs_1-fold_3,0.44537601626016254,0.5038109756097561,0.5386178861788617
lr_2e-6-epochs_5-fold_1,0.4730691056910569,0.4949186991869919,0.4956808943089431
lr_1e-6-epochs_5-fold_1,0.600609756097561,0.48297764227642276,0.3386686991869919
lr_2e-6-epochs_5-fold_0,0.46341463414634143,0.4959349593495935,0.5076219512195123
lr_1e-6-epochs_5-fold_0,0.5988313008130082,0.48399390243902435,0.34502032520325204
lr_1e-6-epochs_5-fold_2,0.5993394308943089,0.48628048780487804,0.34629065040650403
lr_2e-6-epochs_5-fold_2,0.5251524390243902,0.5007621951219512,0.44029471544715443
lr_1e-6-epochs_5-fold_4,0.6148373983739838,0.48704268292682923,0.32952235772357724
lr_2e-6-epochs_5-fold_4,0.5454776422764228,0.5,0.4303861788617886
lr_2e-6-epochs_5-fold_3,0.5378556910569106,0.49872967479674796,0.4291158536585366
