eval_results_tag,hard_acc,normal_acc,easy_acc
lr_2e-6-epochs_1-fold_0,0.5485264227642276,0.4878048780487805,0.39989837398373984
lr_1e-6-epochs_1-fold_0,0.6346544715447154,0.4898373983739837,0.3025914634146341
lr_1e-6-epochs_2-fold_0,0.6265243902439024,0.4872967479674797,0.31453252032520324
lr_2e-6-epochs_2-fold_0,0.5266768292682927,0.4951727642276422,0.43470528455284557
lr_1e-6-epochs_3-fold_0,0.6133130081300813,0.48653455284552843,0.3257113821138211
lr_5e-6-epochs_1-fold_0,0.5200711382113821,0.5071138211382115,0.4408028455284552
lr_5e-6-epochs_2-fold_0,0.5261686991869919,0.5139735772357724,0.43978658536585363
lr_2e-6-epochs_3-fold_0,0.5035569105691057,0.4989837398373984,0.4646849593495935
lr_1e-6-epochs_5-fold_0,0.5896849593495935,0.48323170731707316,0.36051829268292684
lr_1e-5-epochs_1-fold_0,0.4110772357723577,0.5045731707317073,0.5487804878048781
lr_2e-6-epochs_5-fold_0,0.5012703252032521,0.5035569105691057,0.4763719512195122
lr_5e-6-epochs_3-fold_0,0.5299796747967479,0.5170223577235772,0.43673780487804875
lr_1e-5-epochs_2-fold_0,0.43724593495934955,0.5076219512195123,0.5360772357723578
lr_2e-5-epochs_1-fold_0,0.4108231707317073,0.5165142276422764,0.5574186991869919
lr_1e-5-epochs_3-fold_0,0.4580792682926829,0.5264227642276422,0.5302337398373984
lr_5e-6-epochs_5-fold_0,0.5439532520325203,0.5170223577235772,0.4232723577235773
lr_2e-5-epochs_2-fold_0,0.4590955284552846,0.5332825203252032,0.5376016260162602
lr_3e-5-epochs_1-fold_0,0.3226626016260163,0.4916158536585366,0.6389735772357724
lr_2e-5-epochs_3-fold_0,0.4019308943089431,0.5297256097560976,0.573170731707317
lr_1e-5-epochs_5-fold_0,0.4735772357723577,0.5340447154471545,0.5210873983739838
lr_3e-5-epochs_2-fold_0,0.2705792682926829,0.46671747967479676,0.6697154471544716
lr_5e-5-epochs_1-fold_0,0.23145325203252032,0.4052337398373984,0.6554878048780488
lr_3e-5-epochs_3-fold_0,0.30894308943089427,0.4369918699186992,0.6313516260162602
lr_2e-5-epochs_5-fold_0,0.4174288617886179,0.4911077235772358,0.5426829268292682
lr_5e-5-epochs_2-fold_0,0.1285569105691057,0.38846544715447157,0.7578760162601627
lr_1e-6-epochs_1-fold_1,0.6402439024390244,0.48805894308943093,0.2936991869918699
lr_5e-5-epochs_3-fold_0,0.14303861788617886,0.40421747967479676,0.7616869918699187
lr_3e-5-epochs_5-fold_0,0.21290650406504064,0.4326727642276423,0.7101117886178862
lr_1e-6-epochs_2-fold_1,0.6310975609756098,0.48501016260162594,0.30691056910569103
lr_2e-6-epochs_1-fold_1,0.48170731707317077,0.4954268292682926,0.4916158536585366
lr_1e-6-epochs_3-fold_1,0.6201727642276422,0.48831300813008127,0.3203760162601626
lr_5e-5-epochs_5-fold_0,0.16209349593495936,0.39964430894308944,0.7400914634146342
lr_2e-6-epochs_2-fold_1,0.4677337398373984,0.5002540650406505,0.49796747967479676
